delta ch(1),theta ch(1),alpha ch(1),beta ch(1),gamma ch(1),delta ch(2),theta ch(2),alpha ch(2),beta ch(2),gamma ch(2),delta ch(3),theta ch(3),alpha ch(3),beta ch(3),gamma ch(3),delta ch(4),theta ch(4),alpha ch(4),beta ch(4),gamma ch(4),delta ch(5),theta ch(5),alpha ch(5),beta ch(5),gamma ch(5),delta ch(6),theta ch(6),alpha ch(6),beta ch(6),gamma ch(6),delta ch(7),theta ch(7),alpha ch(7),beta ch(7),gamma ch(7),delta ch(8),theta ch(8),alpha ch(8),beta ch(8),gamma ch(8),delta ch(9),theta ch(9),alpha ch(9),beta ch(9),gamma ch(9),delta ch(10),theta ch(10),alpha ch(10),beta ch(10),gamma ch(10),delta ch(11),theta ch(11),alpha ch(11),beta ch(11),gamma ch(11),delta ch(12),theta ch(12),alpha ch(12),beta ch(12),gamma ch(12),delta ch(13),theta ch(13),alpha ch(13),beta ch(13),gamma ch(13),delta ch(14),theta ch(14),alpha ch(14),beta ch(14),gamma ch(14),state
0.5729471939538805,0.28424669906062505,0.24638728680013888,1.1669705407965487,1.1490485644342128,3541.440612400255,35.99972494762139,10.27880633736886,14.119138863714577,5.238183832707474,874.6755402203139,26.19174218050285,9.336691689766475,14.418533891231908,5.316776606050821,0.5538306764487181,0.2706805296328181,0.30094125655003784,1.0526855461007916,1.0470902817633225,0.37461629402803326,0.19500252290855696,0.168382643553194,0.7202641833568092,0.7519179460099709,634.4048322822413,15.555693313618105,6.547890735631043,9.938510173602852,4.089060016816709,6446.024809137485,35.16450972823505,9.384094657874225,14.94633323086963,5.235375051877574,6454.805776086432,55.394559780591315,10.704101580175138,16.405320898040642,6.1742457869867735,795.2306162001429,27.778951501742576,9.06161411515837,15.217164284776848,5.830438793035167,1.5904821046900617,0.7407661075414574,0.7469192100521509,2.232025827983287,1.4046641721439694,1.813021733085228,3.6500402936020855,16.75302983363783,9.794538553214366,1.9267591922372338,0.7301968291118316,0.32787159332325017,0.27190782401054464,0.9365875523351742,0.9280357549420014,0.3628585885102168,0.14507975422250038,0.09587972047749758,0.2789979842957349,0.27506081645928643,882.8863323676352,17.519078425133852,9.432375605272862,15.14704333639571,5.8215931680812,1
0.42923273212576224,0.2386019580223359,0.25216848195935504,1.0681746347035064,1.15984028858755,5411.470710512779,151.7455786861657,10.77013078745761,13.461448794918445,5.515469878010164,5693.065154541974,166.93000604112012,10.428430261890044,14.389843823118285,6.0916440173741515,0.5649641573433992,0.33569096542225496,0.349018712114877,1.2385215024740375,1.1413936445680075,0.6261888766129127,0.3665420241195195,0.20317949850089262,0.765604529330376,0.7428860824212923,4344.475627259273,134.97546772023782,6.555967027492226,10.49586348144845,5.1756337917627775,6568.274447976906,185.21490551329705,9.985291735487323,13.944695029096838,5.829291466832272,5501.076986160551,162.94651468416467,12.935510583651773,16.584166475022492,7.064095625835171,4687.358451476297,146.88019548360742,10.993244495197729,15.929589827745776,6.527881035146169,3.055727602098568,1.197555790137574,0.8351555816271528,2.861518801098533,1.552151218360633,1.0634524216023962,3.0389051903370223,13.653634895418719,9.297117901962968,2.175779680002231,0.5574593361115361,0.2941695178085618,0.2608836136657784,0.9111841155770712,0.9832609840202188,1.826340473325132,0.3979782203182919,0.0935624844690216,0.3407069028485419,0.3129101520727372,5503.52806588709,151.48844285795406,10.554339589744435,16.218258834599702,6.645358781562228,1
0.40720557918242656,0.2506081138847196,0.27069470477013013,1.122824833451255,1.1644565148172468,1923.459310894471,27.75702588406825,10.330032723047104,12.687345162336657,4.41247089739658,563.5908432114777,25.64486642737332,9.264153064489758,13.390579846069151,5.038998102497079,0.5339681556307232,0.3065281890582616,0.3388349355422674,1.351090854854694,1.1103806642717875,0.32221682213715613,0.16578774221924542,0.18445099613498236,0.7373860001209458,0.7773243609190824,398.18606413760057,11.917289455416714,5.851787979921719,9.821864092020311,4.23706890664321,2857.106622956018,24.654844727561454,9.860856464610748,12.826694241146773,4.920407167649225,4731.8125232093835,33.85301436623922,11.305110038888863,15.20809629198213,5.848498309255818,509.8690777690153,20.814435812749892,10.336338203216876,14.147603284182388,5.386413044353958,1.326585972578498,0.737291095360251,0.7089619474422564,2.4760720115106025,1.5095365665567806,1.0977717016434938,2.0987973016093875,13.721430711489205,7.97164215122133,1.8923634321265514,0.420572194310861,0.2806995866132906,0.20861806440256767,0.8504339563536407,0.8852691881821961,0.25595939334971174,0.08516103036441736,0.06339076625515039,0.17708800106988057,0.17550674475958383,633.0979704541897,15.431310718710709,9.502503946729602,14.413114705084288,5.4774369751003205,1
0.5464530769205242,0.24168522988755387,0.28036153877219316,1.1378649540686334,1.19640579142205,4439.717244039704,77.44254451175279,20.539787872891033,19.605165428038504,6.340742458267057,4320.3409589128305,61.791305001486904,18.089032778075754,15.325086703488815,6.236241104025432,0.7407409727293555,0.3608930386627339,0.31184222197750155,1.2714363197772918,1.0938731192586244,0.6188625961670604,0.26465360239269936,0.1649867923293299,0.7528511855452759,0.7312812976817541,3498.273864889743,41.08843684639316,12.535511577658994,12.064924249242772,6.246578939748418,5196.875211131524,65.90671604864272,15.782391725202212,15.709035542679374,5.879590826316117,6051.476344676343,168.24933230980218,50.8572008360527,34.718615300207524,8.00192146759185,3469.4071690581404,52.62157015744758,18.865671244714637,16.726356656516423,7.337054558777046,2.18686539674652,0.9852481956522785,0.8253335432569564,2.6473123370744767,1.5164187990445495,4.009022020983021,4.746246733690745,12.264525979092104,8.539759491481222,2.1516424246453485,0.43320606934558303,0.27539105299475636,0.21245778384079184,0.8505884108189955,0.815468701586448,1.1368418336494888,0.14720454666928728,0.029481534404261423,0.1455657951207188,0.10637388644920796,4216.206768272498,46.12392322955889,16.48401469217125,17.31226507243095,6.970425705362576,1
0.4449544029487441,0.20042810803831246,0.2549493165977458,1.1297255555897454,1.1940059415942077,71234.34503474098,1240.0705502510145,107.63389215657317,38.43683324114957,11.973087267441123,94165.2456808186,1680.404886809739,120.78408735590179,35.494044113206996,15.911940330277297,1.097461748428114,0.35386393404402533,0.332535795712193,1.3014375586971225,1.1349123552825553,112.23369470047975,4.959472350624636,0.7857851501030931,1.0254129534459417,0.8774965273165757,73830.67300806144,1388.595556480825,116.82919334934034,39.654264324098065,15.042589168324103,89521.44567180183,1570.9768896379342,137.84720863053968,51.42762855432576,13.220565676631534,74219.41596755042,1272.7138454739024,109.61012552838304,39.12064532401849,12.639274030985648,72264.25091687111,1315.2422062006665,111.6178708101194,39.742429745367204,13.751061335774368,340.9613358101556,13.527581159999434,2.1670440546249203,2.6657340651270545,1.4632699221561192,0.7733542996995877,1.6909829370420282,13.226092349596863,9.47630268198887,2.008620349760275,0.3672577888935905,0.310606420719315,0.2412132313791563,0.9154863774445258,0.8387600124105443,168.67550175369414,6.55703776704902,0.8936545044216178,0.3784985887102384,0.18368477645669723,78375.16261961339,1378.8094305098423,123.6442623718165,46.54170997247751,14.101547905059753,1
0.2661390972954197,0.3762766842123272,0.21067378835458628,1.0790594090710526,1.133377639739574,40471.24114256063,61.03609021472815,14.452036022367398,19.37341402227034,11.324540287484176,47944.64409066082,68.44754644334395,17.854049671605733,22.050714728768973,13.638503130829703,0.6512095868992908,0.6113909389085915,0.38517870919689945,1.5714863276443374,1.5702009607390117,43.874511237427384,0.6025196310668983,0.2414658654000962,1.184211801295428,1.3121308681914758,42558.21788689276,52.810808608530195,12.45514226203014,20.09827005469542,13.718295842879302,52942.57439375844,70.08177667400929,15.274398191256559,22.6680148957977,13.191573897759685,40478.91303604239,63.72381180000616,15.436399985513738,20.61867839148618,11.348952905397908,39529.00748944266,58.584553552657,15.818477455846816,21.91902201445026,15.108160170446578,125.3380199707252,1.1355052610845933,0.8516988018635145,2.6915891647667567,1.583650415602592,1.078644448562697,1.8875554934964789,13.127817259581384,6.790595524043319,2.028104678837426,0.5603737656635185,0.35696406332343866,0.2663881340022783,0.9291534156925412,0.8358618982935756,65.46075455757611,0.2500899144764615,0.09729195681552665,0.1895739967122972,0.1720250292458356,46509.144454625646,55.233377924814214,17.10073002437687,22.3056228212566,14.10726442626288,2
0.1957539315396405,0.405329717558654,0.22201997327981235,1.061335220610788,1.0751137481070943,7013.645250240873,43.70728210850159,10.790248947554243,13.16387542736032,6.317268293128984,8688.09217822149,45.301232013494136,12.049280643117886,14.514410286011884,7.390110728968223,0.33245587165373625,0.6148302092010471,0.3338902036740076,1.4800385161320049,1.439902937141017,3.3072168716708172,0.41422940289013155,0.23978461900670206,1.14278987034503,1.2941314585168486,7796.505991399224,32.19485906480555,8.51402370215653,10.97877376604992,7.09042178045609,9234.960741362012,44.48804544028953,10.889120861458714,13.661366007512525,7.856059934586942,7041.267266996286,45.530151013958,11.874212652694494,15.13405556069134,7.013524114587152,6515.848531464248,39.13199572425401,12.009399124024268,15.424303553545101,7.626053869911479,12.023991310354429,1.0636622625473096,0.9513299422822248,2.975400123794559,1.6250026508286908,0.3075278828931453,1.0337477659432035,8.342623415190527,6.2717416130315975,1.5485117797845265,0.1989964097927157,0.2255326695405222,0.18927665265315508,0.6977941005013006,0.8514637082632577,5.145600415596197,0.05676356010636684,0.03544369656468148,0.08837587848771099,0.09495476341736503,7843.667193743321,37.34571763477409,11.016696117298732,15.494400566894901,8.279326588877419,2
0.18215717099222603,0.3997219971074477,0.20189001225416808,1.1495344795201592,1.1263627983519582,6818.9604492551125,126.3292775177567,11.581273024253179,18.729674686830563,8.411913713319834,8187.255428490871,148.1153716783791,13.197364435079285,20.865438350773115,9.80903019928436,0.383303770545792,0.5529998696939545,0.340598384343798,1.364054976116243,1.390675691250894,2.467102896920774,0.5793077304958234,0.21975166741401467,1.1708551279678083,1.2319235876039811,6938.915299441865,127.77647807636764,11.269484229083439,17.69878487163221,9.580258866588974,8702.062747238842,156.30438986872753,12.53558394914756,20.153420243209503,9.113799919100764,6877.770883704097,132.33052666918312,13.297854724067275,20.454765271197203,8.614761928675865,6961.490716087838,131.18851691832094,12.651587036336458,23.5559573622619,11.602675859061117,11.003202327751257,1.398593249069405,0.8511127703105172,2.4146968910968996,1.507562955489904,0.43273756886617315,1.2366295624281665,8.476348050779308,6.405914202321494,1.60220469620361,0.3251619484406755,0.2626952154397233,0.1713252691934586,0.6869076115853842,0.8103930822076002,6.0239698882541965,0.3560971885318878,0.06546058435733462,0.1545373032613931,0.14234773934528183,7923.573109538705,139.07609583682137,13.825262222105495,21.639319217976517,9.573690590197133,2
0.16611650238040848,0.3536791410573824,0.2154596303814521,1.0632831457475458,1.1533643753984397,180.7359875184722,24.80418549931558,8.389363540866313,11.530813048656835,4.463484432689313,103.74966942538059,24.133670867952553,9.369322309549887,12.521815928124653,4.214534051946607,0.3179913427542407,0.5260180757445931,0.3258475865664255,1.4489706541915164,1.5342573482052022,0.2164863447073112,0.35955479034168264,0.2362450030443501,1.0603656974431233,1.1956450171229243,199.78449799519527,13.375494265717869,5.414443358373179,8.99192517071478,3.471602408346943,186.01954759034277,23.97777865892569,7.967779276424491,12.131219523316473,4.647126430725193,318.59933180466163,30.190816678777697,9.973653975183465,14.678390482853015,5.058510760841877,147.39757279065142,19.800947715666783,9.724690576080445,13.567067860663645,4.470319829171275,1.067467614291495,0.9642213789325348,0.8672889819340552,2.6278881829555907,1.4848513915350068,0.5205993911811443,1.1802873597965164,7.666471448150506,6.355138659198618,1.5798884688784762,0.2892006399811208,0.264121273701842,0.2118210996783481,0.782914254167904,0.8387367143479386,0.16926985610018208,0.05741885484031431,0.036698700371111836,0.10557491341819548,0.10432129876564443,78.65535566329407,15.209409289398879,9.685466345094241,13.430976026079572,4.847769906505486,2
0.14726053643315584,0.41102948258082167,0.21789679498959075,1.0737316904237675,1.0689334769337844,45415.72257160209,156.0730471189525,25.856097273636884,24.804435975074988,18.217310935768356,55293.565890479185,189.36751884363443,28.864278687951334,30.30585670643455,20.9776282586128,0.6021412827015854,0.5363321302229437,0.3236827890529465,1.4056353639885264,1.4445689566209203,41.748908399261076,1.0801012925072544,0.21107324325978188,1.1648214545882902,1.197078521194814,49914.56781228912,179.15706348110174,23.372731520332337,28.80698466487879,24.46301656518033,58586.46294522823,199.53967757308345,28.38141994028534,28.554602825726043,21.641363112358864,45654.60930177856,158.8343227351383,26.999779573160012,26.695577174340126,17.80121014514096,48302.39311509305,163.51886124864467,25.94531322960681,30.23881526532122,21.321591347964663,129.12652702635492,2.6016809099262153,0.9707307063636452,2.5774706441062123,1.4757061322624232,0.2977706158336462,1.0916029034617687,7.086443561347087,6.5707373929772075,1.683125561116469,0.23419715214531867,0.23404851479894773,0.20774059782229387,0.7324112858771842,0.763698418721951,67.99902405810892,1.0790889467645681,0.07951907003425394,0.18702921157728522,0.1503470292869695,54328.859062706084,186.3054699564929,25.14733931441841,30.134324123718738,22.034817173155098,2
